Thigpen 
Georgetown County
Grant Municipal
Gregg County
Grinnell Municipal
Logansport Municipal
Wokal Field/Glasgow Intl
Centerville Municipal
Glenwood Municipal 
Winter Havens Gilbert
Walker 
Port Meadville
Gulkana
Gatlinburg-Pigeon Forge
Arlington Municipal
Renner Field/Goodland Municipal
Gainesville Municipal
Mid Delta Regional
Otsego County
Galveston-Scholes 
Glasgow Municipal
Clinton Memorial
Grove Municipal
Greenville Downtown
Granby-Grand County
Grenada Municipal
Gooding Municipal
Grants-Milan Municipal
Goodnews
Gainesville Regional
Guthrie Municipal
Groton-New London
Clay County Regional
Grand Prairie Municipal
Gulfport-Biloxi Regional
Grand Rapids-Itasca County
Galion Municipal
Austin Straubel International
Greenwood County
Greenville
Central Nebraska Regional 
Robert Gray AAF
Gordon Municipal
Rota International
Kent County International
Goshen Municipal
Saipan International
Piedmont Triad International
Greenville-Spartanburg
Gustavus
Great Falls Intl
Golden Triangle Regional
Georgetown Municipal
Gunnison County
Guam International
Gallup Municipal
Guymon Municipal
Lee Gilmer Memorial
Genesee Cty
Majors
Greenwood-Leflore
Gwinner-Roger Melroe 
Goldsboro-Wayne Municipal
Greeley-Weld County
Donaldson Center
Phoenix Goodyear
Gary/Chicago 
Middleton 
Abernathy 
Vinita Municipal
Wilburton Municipal
Bowling Green Municipal
Camdenton Memorial
Hamilton Municipal 
Clarksville Municipal
Memorial
Seminole Municipal
Nowata Municipal
Mid-America Industrial
Eldon Model Airpark
Municipal
Hominy
Benton Municipal
Pawnee Municipal
Marion County
Hannibal Municipal
Half Moon Bay
Three Rivers Municipal
Hamilton-Fairfield
Haycock
Mohall Municipal
Bobby L. Chain Municipal
Hobart Municipal
Jim Hogg County
Heber Springs Municipal
Hutchinson Municipal
Hallock Municipal
Hammond Municipal
Brewster 
Dillingham Airfield
Hardwick 
Yampa Valley
Hondo Municipal
Thompson-Robbins
Manassas Reg./Harry P Davis 
Hettinger Municipal
Holyoke
Natchez-Adams County
Hartford Brainard
Greenwood Municipal
Hagerstown Regional-Richard Henson 
Hemphill County
Huntington Municipal
Hilton Head
Jack Northrop Field/Hawthorne Municipal
Stan Stamper Municipal
Princeville
Chisholm-Hibbing
Mt Washington Regional
Higginsville Industrial Municipal
Lake Havasu City
Portland-Hillsboro
Hebron Municipal
Hanford Municipal
Blytheville Municipal
Hawkins 
Hickory Municipal
Hill City Municipal
Wheeling-Ohio Cty
Helena Regional
Twin County
Hemet-Ryan
Bedford County
Huntingburg
Hoonah
Honolulu International
Hana
Harlan Municipal
Haines
Henderson-Oxford
Lea County Regional
Highland County
Homerville
Homer
Huron Regional
Memorial 
William P Hobby
Hooper Bay
Westchester Cty
Hampton Municipal
Hugoton Municipal
Bowerman
Thomson-McDuffie County
Mesquite Metro
Hermiston Muni
Valley International
Boone County
Healy River
Herington Municipal
Hereford Municipal
Stennis International
Harrisburg-Raleigh
Billy Mitchell
Hastings Municipal
Huslia
Ingalls 
Hot Springs Municipal
Huntsville International 
Hawthorne Municipal
Roscommon County
East Hampton
Tri-State/Walker-Long 
"Lawrence County Airpark,Inc"
Terre Haute International-Hulman 
Houlton International
Houma-Terrebonne
Hughes
Hutchinson Municipal
Hopkinsville-Christian County
Hanksville
Tweed-New Haven
Havre City-County
Hartsville Municipal
Hayward Executive
Hawk Inlet SPB
North Perry
Wheatland County  At Harlowton
Brookhaven
Hilton Head
Hartford Municipal
Barnstable Mun Boardman/Polando 
Hydaburg SPB
San Marcos Municipal
Hollis SPB
Sawyer County
Hays Municipal
Conway-Horry County
Carroll County
Mercer County Regional
Hazleton Muni
False River Air Park
Ashtabula County
Sturgis Municipal
Sidney Municipal
Kee 
Jackson County
Greene County
Randolph County
Fayette County
Welch Muni
Morehead-Rowan County
Greensburg-Decatur County 
Tucker-Guthrie Memorial
Madison County
Richard Downing
Paoli Municipal
James A Rhodes
Stanton
Pike County
Mt. Sterling Municipal
Clinton 
Cincinnati West
Lebanon-Warren County
Clermont County
Grimes 
Osceola Municipal
Peru Municipal
Union County
Salem Municipal
Perry County
Pontiac Municipal
Breckinridge County
Hardin County
Washington Dulles International
Niagara Falls Intl
George Bush Intercontinental
Bob Baker Memorial
Robert E. Arraj 
Schenck 
Wichita Mid-Continent
Idaho Falls Regional
Indiana Cty/Jimmy Stewart
Indianola Municipal
Independence Municipal
Whittier
Pine Ridge
Natchitoches Municipal
Iowa Falls Municipal
Laughlin/Bullhead International
Igiugig
Kingman
Lansing Municipal
Nightmute
Independence Municipal
Kipnuk
Washington-Wilkes County
Windham
Jacksonville Municipal
Greater Kankakee
Ankeny Regional
Killeen Municipal
New Castle County 
Iliamna
Wilmington International
Imperial Municipal
Immokalee
Madison Municipal
Ford
Indianapolis Downtown
Indianapolis International
Winkler County
Falls International
Smith Reynolds
Winslow-Lindbergh Regional
Mt Sterling-Montgomery County
Iowa City Municipal
Lincoln County
Imperial County
Williamsport-Lycoming Cty
Kirksville Regional
Kirsch Municipal
Kissimmee Municipal
Sloulin Field International
Kinston Regional Jetport At Stallin
Long Island - MacArthur
Schoolcraft County
Alexander 
Cincinnati-Blue Ash
Tompkins Cty 
Hilo International
Kit Carson County
Williams Gateway
Gogebic County
Wabash Municipal
Wiscasset
Wales
West Houston
New Century Aircenter
Inyokern
Wasilla
Santa Ynez
Eastern Slopes Regional
Jackson Hole
Jackson International
Jasper County -Bell 
Campbell County
Jacksonville International
Jonesboro Municipal
Kimble County
Jordan
Jefferson City Memorial
Jerome County
Jesup-Wayne County
John F Kennedy Intl
Walker County
Kapalua
Chautauqua Cty
Jack Edwards
Moorhead Municipal 
Julian Carroll
Joplin Regional
Mora Municipal
Jamestown Municipal
Juneau International
Johnston County
Joliet Park District
Concord Regional
Port Authority-W 30th St Midtown Heliport
Downtown Manhattan/Wall St. Heliport
Kalaeloa (John Rodgers )
Jacksonville-Cherokee County
Johnstown-Cambria Cty
Rock County
Clark County
Watonga
John C. Tune
Jackson County Reynolds 
St James Municipal
Plantation Airpark
Hillsdale Municipal
Leesburg Executive 
Municipal
Charleston Executive
Pickens County
Koliganek
Farington 
Perryville Municipal
Greater Beardstown
Piseco Muni
Linn Creek-Grand Glaize Memorial
Wendell H. Ford
Big Sandy Regional
Russell County
Council
Salem Memorial
Municipal
St Clair Memorial
Blair Municipal
Teller
Gould Peterson Municipal
Amelia Earhart
Moritz Memorial
Falmouth Pendleton County
Oswego Municipal
Garnett Municipal
Abilene Municipal
Miami County
Smith Center Municipal
Sabetha Municipal
Allen County
Macon-Fower Memorial
Tuscola
Kake SPB
Kaltag
Coffman Cove SPB
Chignik Lagoon
English Bay
Ekwok
False Pass
Grayling
Ivanof Bay SPB
Mesa Del Rey
Koyuk
Kitoi Bay SPB
Kalskag
Levelock
Kelso-Longview
Kanab Muni
Stuyahok
Kona International At Keahole
Point Baker SPB
Pauloff Harbor SPB
Akutan SPB
St. Mary's
Thorne Bay
Ketchikan International
Brevig Mission
King Cove
Kivalina
Kwethluk
Kasaan SPB
Karluk
Koyukuk
Holtville
Kern Valley
Furnace Creek
Borrego Valley
Redlands Municipal
Henderson
Taft-Kern County
Fallbrook Community Airpark
Wasco-Kern County
Hesperia
Greater St. Tammany Parish 
Big Bear City
Louisiana Regional
Leesville
Allen Parish
Bakersfield Municipal
South Lafourche
Oceano County
Rialto Municipal 
Agua Dulce Airpark
California City Municipal
Trona
Southland 
Thibodaux Municipal
Lost Hills-Kern County
Alamo Landing 
Lamar Muni
Purdue University
Lakeland Linder Regional
Los Alamos
Capital City
Laramie Regional
McCarran International
Lawton-Ft Sill Regional
Los Angeles International
Lubbock International
Arnold Palmer Regional
North Platte Regional 
Liberal Municipal
Floyd W Jones Lebanon
Lumberton Municipal
Brazoria County
Wayne Municipal
Lake Charles Regional
Laconia Municipal
Rickenbacker International 
Lake City Municipal
Linden 
Mason County
Lebanon Municipal
Leesburg Regional
Lemmon Municipal
Auburn-Lewiston Municipal
Blue Grass 
Lufkin-Angelina County
Lafayette Regional
LaGuardia
Long Beach (Daugherty )
LaGrange-Callaway
La Grande/Union County
Logan-Cache
Lake Hood SPB
Lincoln Regional 
Fairfield County
Wm T Piper Memorial
La Junta Muni
Franklin County
Limon Municipal
Lihue
Adams 
Litchfield Municipal
Lake Placid
Lancaster County
Louisa County / Freeman 
Lake County
Challis
Monticello Municipal
Lamar Municipal
Louisville-Winston County
Klamath Falls International
Palm Beach County Park
Lancaster
Hunt 
Lincoln Municipal
Kings Land O' Lakes
Lost Nation
Lonesome Pine
Lancaster
Lanai
Derby 
Lewis University
Bowman 
London-Corbin  Magee 
Lompoc
Lorain Co Regional
Pickens County
Larned-Pawnee County
Laredo International
Lincoln Regional
Le Mars Municipal
Las Cruces International
Lordsburg Municipal
La Crosse Municipal
Lusk Muni
Los Banos Municipal
Ellington 
Cincinnati Muni-Lunken 
Hesler-Noble 
Kalaupapa
Clover 
Livermore Municipal
Mission 
Airlake 
Las Vegas Municipal
Greenbrier Valley
Lawrence Municipal
Lamoni Municipal
Wells Municipal/Harriet 
Lawrence Municipal
Lewiston-Nez Perce County
Lewistown Muni
Lawrenceville-Vincennes Municipal
Little Falls - Morrison County
Lexington (Jim Kelly )
Lee's Summit Municipal
Lake County
Mexia-Limestone County
Lynchburg Municipal-Preston Glenn 
Lyons-Rice County Municipal
Gwinnett County 
General Dewitt Spain
Dickson Municipal
Dennis F Cantrell 
Covington Municipal
Caruthersville Memorial
William L. Whitehurst 
Piedmont Municipal
Copiah County
Poplarville-Pearl River County
Perry County
John Bell Williams
Bolivar Municipal
Hope Municipal
Newport Municipal
Muhlenberg County
Russellville Municipal
James H. Easom 
Dean Griffin Memorial
Mayfield-Graves County
Waldron Municipal
Hassel 
Metropolis Municipal
Lake Village Municipal
Sumner County Regional
Kentucky Dam State Park
Frank Federer Memorial
Ruleville-Drew
Mena Intermountain Municipal
Monroe County
Holly Springs-Marshall County
Prentiss-Jefferson Davis County
Houston Municipal
Colstrip
Houston Memorial
Franklin-Wilkins
Humboldt Municipal
Lebanon Municipal
Monett Municipal
Richton-Perry County
Woodruff County
Wynne Municipal
Pocahontas Municipal
New Albany-Union County
Almyra Municipal
Malta
Picayune Municipal
Howard County
Malvern Municipal
John H Hooks Jr Memorial
Madison County Executive 
McCharen 
Dexter B. Florence Memorial 
Springfield-Robertson County
Richard Arthur 
Tunica Municipal
Saline County/Watts 
Herbert Smart Downtown
Madera Municipal
Midland International
Marianna Municipal
Malone-Dufort
Marion County
Malden Municipal
Eugenio Maria De Hostos
Mobridge Municipal
Manistee County Blacker
Bruce Campbell 
Mbs International
Murfreesboro Municipal
Omar N Bradley
McComb-Pike County
Mackinac Island
Merced Municipal/MacReady 
McGrath
Kansas City International
McCook Municipal
Middle Georgia Regional
Orlando International
Mason City Municipal
White County
Martin County
Midland Airpark
Mooreland Municipal
Southern Illinois 
Medfra
Madison Municipal
Harrisburg Intl
Chicago Midway
Taylor County 
Laurinburg-Maxton
Key 
Meade Municipal
Memphis International
Castle
Minden-Tahoe
Mapleton Municipal
Mansfield Lahm Municipal
McAllen Miller International
Marshfield Municipal
Rogue Valley International
Accomack County
Michigan City Municipal
Orange Cty
Montgomery Regional Apt
Moultrie Municipal
Morgantown Muni-Walter L. Bill Hart Fld.
Dayton Wright Brothers
Mitchell Municipal
Manhattan Regional
Marshall Memorial Municipal
Minchumina
Metter Municipal
Sacramento Mather
Manchester
Mojave
Miami International
Minot AFB
Crystal
Delaware County
Miami Municipal
Shafter-Minter 
Millville Muni 
Marshalltown Municipal
Jackson Municipal
Robert J. Miller Airpark
Miller Municipal
Downtown
General Mitchell International
Muskegon County
Mountain Empire
Molokai
McKellar-Sipes Regional
Davis 
Mankato Regional
Marksville Municipal
Marco Island
Melbourne International 
McAlester Regional
Millard
Milford Municipal
Quad City
Baldwin County
Marshall
Frank Wiley 
Millinocket Municipal
Monroe Regional
Manley Hot Springs
Mammoth Yosemite
McMinn County
Meriden-Markham Municipal
Marshall Muni - Ryan 
Morristown Municipal
McMinnville Muni
Mountain View
Clarendon County
Menominee-Marinette Twin County
Marion Municipal
Monroe County
Hamilton Municipal
Washington Memorial
Lawrence Smith Memorial
Mobile Regional
Modesto City-County-Harry Sham 
Mount Pleasant Municipal
Moore-Murrell
Minot International
Mountain Village
Morris Municipal
Philadelphia Municipal
Petit Jean Park
Pocono Mountains Muni
McPherson
Edward F Knapp State
Mount Pleasant Municipal
Macomb Municipal
Dare County Regional
Mount Comfort
Marquette County Airport
Telfair-Wheeler
Smyrna
Eastern Wv Reg/Shephard 
Maury County
Marfa Municipal
Michael J. Smith
Merrill 
Iowa County
Morganton-Lenoir
Monterey Peninsula
Mount Pleasant Municipal
Northwest Alabama Regional 
Dane County Regional
Missoula International
Minneapolis-St Paul Intl
Massena Int'l-Richards 
Sullivan Cty Intl
New Orleans International 
Florida Keys Marathon
Montrose Regional
Metlakatla SPB
Martin State
Coles County Memorial
Montauk
Blue Ridge
Manitowoc County
Waimea-Kohala
Muscatine Municipal
Monroe County
Montevideo-Chippewa County 
Monte Vista Muni
Morrisville-Stowe State
Machias Valley
Mt Vernon-Outland
Marthas Vineyard
Williamson County
Lawrence J Timmerman
Grant County
Mount Airy-Surry County
Mineral Wells Municipal
Windom Municipal
Hook Field Municipal
Manila Municipal
Monticello Municipal
Montgomery 
May Creek
McCall
Myrtle Beach International
Mekoryuk
Yuba County
Marysville Municipal
Pinal Airpark
Marion Municipal
Maben
Cortland Cty-Chase 
Griswold
Lincoln Park
Perkiomen Valley
Lakewood
Bloomsburg Muni
Flying W
Sidney Muni
Questa Municipal Nr 2
Westport 
Bradford County
Magdalena
Cherry Ridge
Punxsutawney Muni
Monticello
Grand Canyon State
Sky Manor 
Pottstown Muni
Solberg-Hunterdon
Stroudsburg-Pocono
New Garden Flying 
Oneonta Muni
Wings 
Chambersburg Muni
Stormville
Warwick Muni
Red Lion
Northumberland Cty
Hammonton Muni
Wurtsboro-Sullivan Cty
Alexandria 
Trenton-Robbinsville
Joseph Y. Resnick
New Golovin
Brandywine
Rockingham County NC Shiloh
Ashe County
Cavalier Municipal
Ellendale Municipal
Harvey Municipal
Kenmare Municipal
Lakota Municipal
La Moure Rott Municipal
Linton Municipal
Mott Municipal
Washburn Municipal
Lakefront
Plymouth Municipal
Kamp 
Millington Municipal
Norton Municipal 
Nulato
Nevada Municipal
Fulton Cty
Nervino
Rogers 
Colusa County
Round Valley
Cherokee Nation
Turlock Municipal
Garberville
Nevada County  Air Park
Kneeland
Hoopa
Columbia
Lee Vining
Lone Pine
Oakdale
Ells Field-Willits Municipal
Healdsburg Municipal
Reedley Municipal
Hollis Municipal
Haigh 
Watts-Woodland
Woodlake
Yerington Municipal
Hooker Municipal
Weed
Prague Municipal
Little River
Sutter County
Medford Municipal
Lonnie Pool /Weaverville
Bryant 
Cedarville
Cloverdale Municipal
Cameron Airpark
Okeene Municipal
Mariposa-Yosemite
Petaluma Municipal
Westover Field Amador County
Tulelake Municipal
Benton 
Trinity Center
Rio Vista Municipal
Fall River Mills
Albert J Ellis
Metropolitan Oakland International
Marina Municipal
Okeechobee County
Kobuk
Ocala Regional/Jim Taylor 
Nacogdoches-A.L. Mangham Jr. Regional
Oconto Municipal
Warren 
Odessa-Schlemeyer 
Evelyn Sharp 
Branch County Memorial
Oakley Municipal
L. O. Simenstad Municipal
Karl Stefan Memorial
Hanover County Municipal
Searle 
Orangeburg Municipal
Ogden-Hinckley
Kahului
Ontonagon County
Ogdensburg Intl
Henry County
Huron County
Put In Bay
Lt Warren Eaton
Oberlin Municipal
Johnson County Executive
Oceanside Municipal
Will Rogers World
Kokomo Municipal
Okmulgee Municipal
Garden County
Winchester Regional
Kaolin 
Dewitt Field-Old Town Municipal
Olean Muni
L M Clayton
Olympia
Nogales International
Columbus Municipal
Olive Branch
Olney-Noble
Oelwein Municipal
Eppley Airfield
Nome
Orange County
Omak
Ormond Beach Municipal
Winona Muni-Max Conrad
O Neill Municipal
Socorro Municipal
Ontario Muni
Newport Muni
Ontario International
Olney Municipal
Grosse Ile Municipal
Oskaloosa Municipal
Hoonah SPB
Toksook Bay
Opa-Locka 
St Landry Parish - Ahart 
Thomaston-Upton County
Quonset State
Maquoketa Municipal
Boardman
Orr Regional
Orange City Municipal
Chicago O'Hare International
Orange Municipal
Norfolk International
Orange County
Worcester Regional
Port Lions
Executive
Orcas Island
Northway
Robert(Bob) Curtis Memorial
Oscoda - Wurtsmith
Wittman Regional
Ohio State University
Kosciusko-Attala County
Worthington Municipal
North Bend Muni
Ottumwa Industrial
Ralph Wien Memorial
University of Oklahoma Westheimer
Oroville Municipal
North Vernon
Boscobel
Owatonna Degner Regional
Owensboro-Daviess County
Norwood Memorial
Ottawa Municipal
Central Maine 
Putnam County
Ocean City
Waterbury-Oxford
Miami University
Starke County
Oxnard
Knoxville Municipal
St Marys Muni
Ozona Municipal
Livingston County
Ajo Municipal
Bisbee Municipal
Coolidge Municipal
San Carlos Apache
Holbrook Municipal
Avi Suquilla
H.A. Clark Memorial 
Cochise County
Mount Pleasant-Scottdale
Cottonwood
Rostraver
Snohomish County 
Barkley Regional
Port Allen
Payson
Palo Alto Arpt of Santa Clara Co
Palmer Municipal
Grider 
Price County
Palm Beach International
St. George
Porcupine Creek
Plant City Municipal
Carl R. Keller 
Waupaca Municipal
Prairie Du Chien Municipal
Dekalb-Peachtree
Eastern Oregon Regional At Pendleton
Portland Intl
Pella Municipal
Pelican SPB
Penn Yan
Pecos Municipal
Pleasanton Municipal
Panama City-Bay County International
Page Municipal
Charlotte County
Port Graham
Kirk 
Pitt-Greenville
Harry Clever 
Newport News/Williamsburg International
Phillipsburg Municipal
Andrews Municipal
Palm Beach County Glades
Philadelphia Intl
St Clair County International
Point Hope
Philip
Henry County
Phoenix Sky Harbor International
Greater Peoria Regional
Hattiesburg-Laurel Regional
St. Petersburg-Clearwater International
Pocatello Regional
Port Isabel-Cameron County
Callaway Gardens-Harris County
Pierre Regional
Pittsburgh International
Point Lay Dew Station
Pinckneyville-Duquoin
Napaskiak
Wood Cty/Gill Robb Wilson 
Park Rapids Municipal
Park Falls Municipal
Clinton Cty
Portland Municipal
Pellston Regional  of Emmet County
St Clair County
Pembina Municipal
Palmdale Production Flight
Greater Portsmouth Regional
Pompano Beach Airpark
Plattsmouth Municipal
Metropolitan
Plymouth Municipal
Ralph Wenz 
Ponca City Municipal
Northeast Philadelphia
Princeton Municipal
Princeton Municipal
Pilot Point
Pensacola Regional
Brackett 
Poplar Bluff Municipal
Pocahontas Municipal
Dutchess Cty
Powell Muni
Perry Lefors 
Prospect Creek
Tri City
Pago Pago International
La Porte Municipal
Pittsfield Penstone Municipal
Northern Maine Regional
Trent Lott International
Pipestone Municipal
Fajardo Harbor Seaplane Base
Paso Robles Municipal
Ernest A. Love 
Edgar County
Greenville Municipal
Perry Municipal
Cox 
Mid-State
Tri-Cities
Mercedita
Pittsfield Municipal
James C. Johnson Petersburg
New River Valley
Pease International Tradeport
Palestine Municipal
Palm Springs International
Palacios Municipal
Dinwiddie County
Potsdam Muni-Damon 
Port Heiden
Oakland-Pontiac
Harry P. Williams Memorial
Atkinson Municipal
Pratt Industrial
Platinum
Porterville Municipal
Pottstown Limerick
Pueblo Memorial
Carbon County
Pullman/Moscow Regional
Platteville Municipal
Provincetown Municipal
Theodore F Green State
Placerville
Hampton Roads Executive
Pauls Valley Municipal
Provo Muni
Hale County
Wiley Post
Pine River Regional
Sher-Wood
McGregor Exectuive 
Palwaukee
Portland International Jetport
Bremerton National
Perry-Houston Couty
Pageland
Plymouth Municipal
Perryton Ochiltree County
Presque Isle County
Littlefield Municipal
City of Tulia/Swisher County Municipal
San Juan Pueblo
Reserve
Boonville
Brownsville
Levelland Municipal
Dinsmore
Terry County
Sequoia 
Portales Municipal
Springerville Babbitt 
Carrizozo Municipal
Floydada Municipal
Springer Municipal
Beaver Municipal
Firebaugh
Franklin 
Dimmitt Municipal
Santa Rosa Municipal
Georgetown
Pine Mountain Lake
Hayfork
Mendota
Paradise Skypark
Rio Linda
Ruth
South County  of Santa Clara Co
John H Batten 
Riverside Municipal
Rapid City Regional
Redbird
Bassett Municipal
Roseburg Regional
Red Bluff Municipal
Walterboro Municipal
Ruby
Ellsworth AFB
Fulton County
Rusk County
Redding Municipal
"Reading Muni,Gen Carl A Spaatz"
Red Oak Municipal
Roberts 
Grand Forks AFB
Raleigh-Durham International
Red Devil
Red Lodge
Greater Rockford
Refugio-Rooke 
Red Wing Municipal
Rhinelander-Oneida County
Reid-Hillview of Santa Clara Co
Richmond International
Richmond Municipal
Richfield Muni
Garfield County Regional
Rancho Murieta
March 
Riverton Regional
Knox County Regional
Aransas County
Robert S Kerr
Rock Springs-Sweetwater County
Rockwood Municipal
Richland
Griffis Airpark
Richard B Russell
Rampart
Brooks 
Warren County Memorial
New Richmond Municipal
Ramona
Reno/Tahoe International
Renton Municipal
Cleveland Municipal
Roanoke Regional/ Woodrum 
Greater Rochester Int'l
Rogers Municipal-Carter 
Prachinburi
Babelthoup/Koror
Rush City Regional
Roswell Industrial Air Center
Roseau Municipal
Belleville Municipal
Rice Lake Regional-Carl's 
Roundup
Roben-Hood
Window Rock
Merrill Municipal
Warroad Intl Swede Carlson 
Russian Mission
Russell Municipal
Ruston Regional
Rochester International
Robinson Municipal
Southwest Florida International
Raton Municipal/Crews 
Russellville Municipal
Rugby Municipal
Rowan County
Rutland State
Reidsville
Mifflin Cty
Hawkins County
"Richard Lloyd Jones, Jr."
Redwood Falls Muni
Rocky Mount Wilson
Rawlins Muni
Arens 
Rexburg-Madison County
Ryan 
Watertown Municipal
Cobb County-McCollum 
Jasper County
Burnett County
Ross County
Halifax County
Conrad
Ashland Muni-Sumner Parker 
Bandon State
Bend Muni
Chelan Muni
Albany Municipal
Forks
Sunriver
Ione Municipal
Sandusky Co
Watford City Municipal
Kalispell City
International Peace Garden
Lebanon State
Lopez Island
Cooperstown Municipal
City-County
Plains
Prineville
Prosser
Harvey 
Siletz Bay State
Tillamook
Auburn Municipal
Methow Valley State
Libby
Kenmore Air Harbor Inc
Stanford
Homedale Municipal
Nampa Muni
Orofino Municipal
Lincoln
Othello Muni
Edgar G Obie
St Maries Municipal
Kamiah Municipal
Idaho County
Shoshone County
Big Sky 
Weiser Municipal
Craigmont Municipal
Cle Elum Municipal
Whitman County Memorial
Anderson 
Shively 
Sacramento Executive
Safford Regional
Santa Fe Municipal
San Diego International-Lindbergh 
Sparta Community-Hunter 
San Antonio International
Savannah International
Sawyer
Staples Municipal
Santa Barbara Municipal
San Bernardino International
Sheboygan County Memorial
South Bend Regional
Emanuel County
San Luis Obispo Co-McChesney 
Steamboat Springs
Blue Earth Municipal
Shelby
Salisbury-Ocean City: Wicomico Regional
Scribner State
Deadhorse
Merkel Field Sylacauga Municipal 
University Park
Schenectady Cty
Stockton Metro
Scammon Bay
Scott Municipal
Bison Municipal
Canton Municipal
Wilder
Eureka Municipal
Flandreau Municipal
Hoven Municipal
McLaughlin Municipal
Murdo Municipal
Parkston Municipal
Presho Municipal 
Shenandoah Municipal
Louisville International-Standiford 
Scottsdale
Brown  Municipal
Sand Point Municipal
Sidney-Richland Municipal
Seattle-Tacoma Intl
Gillespie 
Sebring  And Industrial Park
Penn Valley
Craig 
Clark Field Municipal
Freeman Municipal
St Charles County Smart 
Sedona
Orlando Sanford
Bob Wiley 
Felts 
Sanford Regional
San Francisco International
Suffolk Municipal
Tri-Township 
North Central State
Springfield-Branson Regional
Springfield-Beckley Municipal
St. Augustine
Sugar Land Municipal/Hull 
South St.Paul Municipal
Stuttgart Municipal
St George Muni
Skagway
Shenandoah Valley Regional
Shungnak
Shishmaref
Sheldon Municipal
Sanderson 
Sheridan County
Shreveport Regional
Shageluk
Fernando Luis Ribas Dominicci
Sikeston Memorial Municipal
Sitka
Sullivan County
Siskiyou County
San Jose International
St Johns Industrial Air Park
San Angelo Regional /Mathis 
Luis Munoz Marin International
Beaver Island
Fairchild AFB
Sac City Municipal
Skwentna
Taos Municipal
Storm Lake Municipal
Salt Lake City Intl
McNary Fld
Smith 
Adirondack
Salina Municipal
Salem-Leckrone
Sleetmute
Sulphur Springs Municipal
Smith 
Somerset-Pulaski County
Sacramento International
Lemhi County
Santa Monica Municipal
Somerset 
Sumter Municipal
Santa Maria Pub/Capt G Allan Hancock 
John Wayne /Orange Co
Savannah Hardin County
Winston 
Shawnee Municipal
St. Paul
Salinas Municipal
Sidney Municipal
Moore County
Seldovia
Show Low Municipal
Spartanburg Downtown Memorial
Scappoose Industrial Airpark
Black Hills-Clyde Ice 
Albert Whitted Municipal 
Springhill
Capital
Tinian International Airport
Sheppard AFB/Wichita Falls Municipal
Spencer Municipal
Houston-Gulf
Whiteside Co 
San Carlos
Upper Cumberland Regional
Searcy Municipal
Sarasota Bradenton International
Sierra Blanca Regional
Stony River 2
Stinson Municipal
Malcolm McKinnon
Shell Lake Municipal
St Cloud Regional
Stevens Point Municipal
George M Bryan 
Rosecrans Memorial
Crosson 
Lambert-St Louis International
St Paul Downtown Holman 
Sonoma Co
Cyril E. King
Henry E. Rohlsen 
Witham 
Stroud Municipal
Door County Cherryland
Friedman Memorial
Spirit of St Louis
Brunswick County
Richard I Bong
Sioux Gateway 
Savoonga
Grant County
Susanville Municipal
Statesville Municipal
Stevens Village
Seward
Stewart
Stillwater Regional
Seward Municipal
Avenger 
Summersville
Sheldon Point
Soldotna
Cheyenne County Municipal
Bomar Field-Shelbyville Municipal
Syracuse-Hancock Intl
Sylvester
Santa Paula
Sandpoint
Robert Sibley
Chambers County
Tuba City
Tomahawk Regional
Brooks County
Lampasas Municipal
Cameron Municipal Airpark
Paul Pittman Memorial
La Porte Municipal
Trident Basin
Kickapoo Downtown Airpark
Big Spring McMahon-Wrinkle
Robstown-Nueces County
Crockett-Houston County
Garland Heliport
Stonewall County
Mid Valley
Sinton-San Patricio County
Cuero Municipal
Hearne Municipal
Taylor Municipal
Liberty Municipal
Kleberg County
Gillespie County
Castroville Municipal
Chambers County
Calhoun County
Perry Stokes
Ralph M Calhoun Memorial
Taunton Municipal
Taylorville Municipal
Forney AAF
Statesboro Municipal
Tucumcari Municipal
Tuscaloosa Municipal
Truth Or Consequences Municipal
Takotna
Tracy Municipal
Person County
Toledo-Winlock Ed Carlson Memorial 
Toledo Metcalf
Teterboro
Perry County Municipal
Mason Jewett 
Telluride Regional
Gibson County
Tangier Island
Tullahoma Regional
Thompson Falls
Hot Springs County-Thermopolis Municipal
York
Tacoma Narrows
Space Cost Regional
Talkeetna
Tenakee SPB
McKinney Municipal
Kennett Memorial
Tallahassee Regional
Mefford 
Tuluksak
Henry Tift Myers
Kendall-Tamiami Executive
West Tinian
Twentynine Palms
Dade Collier T And T
Newton Municipal
Zamperini 
Dodge Center
"Toccoa, R G Le Tourneau "
Togiak Village
Troy Municipal
Toledo Express
Philip Billard Municipal
Torrington Muni
Tampa International 
Peter O. Knight
Tonopah
Draughon-Miller Central Texas Regional
Port Alsworth
Municipal
Tahlequah Municipal
Scott City Municipal
Tri-Cities Regional
Truckee-Tahoe
Terrell Municipal
Desert Resorts Regional
Trenton Municipal
Carroll County-Tolson
Tehachapi Municipal
Pagan Airstrip
Sanford-Lee County Regional
Portland-Troutdale
Monroe Custer
Trenton-Mercer County 
Tulsa International
Tupelo Municipal 
Tucson International
Cabool Memorial
Cherry Capital
Thief River Falls Regional
Thomasville Municipal
Centerville Municipal
Lake Tahoe
Vicksburg Tallulah Regional
Tooele Valley
Joslin Field - Magic Valley
Richard B. Helgeson
Texarkana Regional-Webb 
Taylor
Indianapolis Terry
Tyler Pounds 
McGhee-Tyson
Bolton 
Belle Plaine Municipal
Tompkinsville-Monroe County
McCarley
Buhl Municipal
Riddick 
Perkins 
Preston
Nephi Municipal
